year,provider,methodology,flow_type,indicator,value
2021,Liechtenstein,Rio Markers,usd_commitment,Mitigation,302373.1
2022,Liechtenstein,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,46397.79
2022,Liechtenstein,Rio Markers,usd_commitment,Adaptation,8004072.5
2022,Liechtenstein,Rio Markers,usd_commitment,Cross-cutting,73321.46
2022,Liechtenstein,Rio Markers,usd_commitment,Mitigation,104744.945
2014,Lithuania,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,209964.97
2015,Lithuania,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,869431.3
2015,Lithuania,Rio Markers,usd_commitment,Cross-cutting,200421.53
2015,Lithuania,Rio Markers,usd_commitment,Mitigation,24403.766
2016,Lithuania,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,974798.3
2016,Lithuania,Rio Markers,usd_commitment,Cross-cutting,249283.45
2016,Lithuania,Rio Markers,usd_commitment,Mitigation,166979.98
2017,Lithuania,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,169924.48
2017,Lithuania,Rio Markers,usd_commitment,Cross-cutting,205174.16
2017,Lithuania,Rio Markers,usd_commitment,Mitigation,4249.8125
2018,Lithuania,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,491991.03
2018,Lithuania,Rio Markers,usd_commitment,Adaptation,32922.227
2018,Lithuania,Rio Markers,usd_commitment,Cross-cutting,49985.836
2018,Lithuania,Rio Markers,usd_commitment,Mitigation,266156.03
2019,Lithuania,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,736613.8
2019,Lithuania,Rio Markers,usd_commitment,Adaptation,18703.062
2019,Lithuania,Rio Markers,usd_commitment,Cross-cutting,549420.75
2019,Lithuania,Rio Markers,usd_commitment,Mitigation,73907.75
2020,Lithuania,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1257963
2020,Lithuania,Rio Markers,usd_commitment,Cross-cutting,931639.75
2020,Lithuania,Rio Markers,usd_commitment,Mitigation,30834.625
2021,Lithuania,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1370354.2
2021,Lithuania,Rio Markers,usd_commitment,Cross-cutting,1156320.4
2021,Lithuania,Rio Markers,usd_commitment,Mitigation,132543.38
2022,Lithuania,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,4221864.5
2022,Lithuania,Rio Markers,usd_commitment,Adaptation,10190.5
2022,Lithuania,Rio Markers,usd_commitment,Cross-cutting,2178693.8
2022,Lithuania,Rio Markers,usd_commitment,Mitigation,69397.5
2012,Luxembourg,Rio Markers,usd_commitment,Adaptation,11584075
2012,Luxembourg,Rio Markers,usd_commitment,Cross-cutting,11343365
2012,Luxembourg,Rio Markers,usd_commitment,Mitigation,1832749
2013,Luxembourg,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,5895899.5
2013,Luxembourg,Rio Markers,usd_commitment,Adaptation,9650574
2013,Luxembourg,Rio Markers,usd_commitment,Cross-cutting,17310024
2013,Luxembourg,Rio Markers,usd_commitment,Mitigation,1196690
2014,Luxembourg,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,6798011.5
2014,Luxembourg,Rio Markers,usd_commitment,Adaptation,5780146
2014,Luxembourg,Rio Markers,usd_commitment,Cross-cutting,25704532
2014,Luxembourg,Rio Markers,usd_commitment,Mitigation,6696022
2015,Luxembourg,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,5933215.5
2015,Luxembourg,Rio Markers,usd_commitment,Adaptation,9208546
2015,Luxembourg,Rio Markers,usd_commitment,Cross-cutting,16054122
2015,Luxembourg,Rio Markers,usd_commitment,Mitigation,5711820
2016,Luxembourg,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,6996413
2016,Luxembourg,Rio Markers,usd_commitment,Adaptation,10036582
2016,Luxembourg,Rio Markers,usd_commitment,Cross-cutting,19878386
2016,Luxembourg,Rio Markers,usd_commitment,Mitigation,10913084
2017,Luxembourg,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,8537988
2017,Luxembourg,Rio Markers,usd_commitment,Adaptation,7757826
2017,Luxembourg,Rio Markers,usd_commitment,Cross-cutting,9233388
2017,Luxembourg,Rio Markers,usd_commitment,Mitigation,7504009
2018,Luxembourg,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,10007706
2018,Luxembourg,Rio Markers,usd_commitment,Adaptation,11154272
2018,Luxembourg,Rio Markers,usd_commitment,Cross-cutting,6377754.5
2018,Luxembourg,Rio Markers,usd_commitment,Mitigation,8453188
2019,Luxembourg,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,12107122
2019,Luxembourg,Rio Markers,usd_commitment,Adaptation,9218888
2019,Luxembourg,Rio Markers,usd_commitment,Cross-cutting,10933170
2019,Luxembourg,Rio Markers,usd_commitment,Mitigation,1338329
2020,Luxembourg,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,11372799
2020,Luxembourg,Rio Markers,usd_commitment,Adaptation,1112185.2
2020,Luxembourg,Rio Markers,usd_commitment,Cross-cutting,2403237.2
2021,Luxembourg,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,13864474
2021,Luxembourg,Rio Markers,usd_commitment,Adaptation,12168324
2021,Luxembourg,Rio Markers,usd_commitment,Cross-cutting,10852358
2021,Luxembourg,Rio Markers,usd_commitment,Mitigation,2214274
2022,Luxembourg,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,11129386
2022,Luxembourg,Rio Markers,usd_commitment,Adaptation,30388944
2022,Luxembourg,Rio Markers,usd_commitment,Cross-cutting,25527068
2022,Luxembourg,Rio Markers,usd_commitment,Mitigation,260400
2015,Malta,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,323371.44
2016,Malta,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,2641.82
2017,Malta,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,745086.75
2018,Malta,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,189934.64
2019,Malta,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,307575.4
2020,Malta,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,55495.97
2021,Malta,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,225217.94
2022,Malta,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1299927.2
2021,Monaco,Rio Markers,usd_commitment,Adaptation,4555189
2021,Monaco,Rio Markers,usd_commitment,Cross-cutting,2509460.8
2021,Monaco,Rio Markers,usd_commitment,Mitigation,778642.5
2022,Monaco,Rio Markers,usd_commitment,Adaptation,836216.1
2022,Monaco,Rio Markers,usd_commitment,Cross-cutting,331265.12
2022,Monaco,Rio Markers,usd_commitment,Mitigation,262908.8
2012,Netherlands,Rio Markers,usd_commitment,Adaptation,251439870
2012,Netherlands,Rio Markers,usd_commitment,Cross-cutting,113737800
2012,Netherlands,Rio Markers,usd_commitment,Mitigation,75907464
2013,Netherlands,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,89004376
2013,Netherlands,Rio Markers,usd_commitment,Adaptation,516818560
2013,Netherlands,Rio Markers,usd_commitment,Cross-cutting,168574420
2013,Netherlands,Rio Markers,usd_commitment,Mitigation,51738800
2014,Netherlands,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,84627200
2014,Netherlands,Rio Markers,usd_commitment,Adaptation,311259840
2014,Netherlands,Rio Markers,usd_commitment,Cross-cutting,26517534
2014,Netherlands,Rio Markers,usd_commitment,Mitigation,92369590
2015,Netherlands,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,114044530
2015,Netherlands,Rio Markers,usd_commitment,Adaptation,728875000
2015,Netherlands,Rio Markers,usd_commitment,Cross-cutting,239236980
2015,Netherlands,Rio Markers,usd_commitment,Mitigation,41928910
2016,Netherlands,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,153663700
2016,Netherlands,Rio Markers,usd_commitment,Adaptation,380004220
2016,Netherlands,Rio Markers,usd_commitment,Cross-cutting,207478910
2016,Netherlands,Rio Markers,usd_commitment,Mitigation,11167424
2017,Netherlands,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,81765650
2017,Netherlands,Rio Markers,usd_commitment,Adaptation,456223600
2017,Netherlands,Rio Markers,usd_commitment,Cross-cutting,232957630
2017,Netherlands,Rio Markers,usd_commitment,Mitigation,31366160
2018,Netherlands,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,195297730
2018,Netherlands,Rio Markers,usd_commitment,Adaptation,367129800
2018,Netherlands,Rio Markers,usd_commitment,Cross-cutting,400575870
2018,Netherlands,Rio Markers,usd_commitment,Mitigation,116721950
2019,Netherlands,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,239541800
2019,Netherlands,Rio Markers,usd_commitment,Adaptation,798298900
2019,Netherlands,Rio Markers,usd_commitment,Cross-cutting,409584800
2019,Netherlands,Rio Markers,usd_commitment,Mitigation,68193760
2020,Netherlands,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,228736290
2020,Netherlands,Rio Markers,usd_commitment,Adaptation,665409700
2020,Netherlands,Rio Markers,usd_commitment,Cross-cutting,796325200
2020,Netherlands,Rio Markers,usd_commitment,Mitigation,265026560
2021,Netherlands,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,156080000
2021,Netherlands,Rio Markers,usd_commitment,Adaptation,608561500
2021,Netherlands,Rio Markers,usd_commitment,Cross-cutting,429248450
2021,Netherlands,Rio Markers,usd_commitment,Mitigation,73013950
2022,Netherlands,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,231077310
2022,Netherlands,Rio Markers,usd_commitment,Adaptation,1096645100
2022,Netherlands,Rio Markers,usd_commitment,Cross-cutting,422357900
2022,Netherlands,Rio Markers,usd_commitment,Mitigation,268552500
2012,New Zealand,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,484057.8
2012,New Zealand,Rio Markers,usd_commitment,Adaptation,6065268
2012,New Zealand,Rio Markers,usd_commitment,Cross-cutting,2735160.8
2012,New Zealand,Rio Markers,usd_commitment,Mitigation,10393930
2013,New Zealand,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,9458967
2013,New Zealand,Rio Markers,usd_commitment,Adaptation,6414947
2013,New Zealand,Rio Markers,usd_commitment,Cross-cutting,3581074.2
2013,New Zealand,Rio Markers,usd_commitment,Mitigation,18911646
2014,New Zealand,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,6464365.5
2014,New Zealand,Rio Markers,usd_commitment,Adaptation,32464768
2014,New Zealand,Rio Markers,usd_commitment,Cross-cutting,28123648
2014,New Zealand,Rio Markers,usd_commitment,Mitigation,30385244
2015,New Zealand,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,7598332
2015,New Zealand,Rio Markers,usd_commitment,Adaptation,30993322
2015,New Zealand,Rio Markers,usd_commitment,Cross-cutting,9603814
2015,New Zealand,Rio Markers,usd_commitment,Mitigation,4552719
2016,New Zealand,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,5658145.5
2016,New Zealand,Rio Markers,usd_commitment,Adaptation,12473212
2016,New Zealand,Rio Markers,usd_commitment,Cross-cutting,12403234
2016,New Zealand,Rio Markers,usd_commitment,Mitigation,3191785
2017,New Zealand,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,5000598.5
2017,New Zealand,Rio Markers,usd_commitment,Adaptation,8013358
2017,New Zealand,Rio Markers,usd_commitment,Cross-cutting,33441098
2017,New Zealand,Rio Markers,usd_commitment,Mitigation,11813982
2018,New Zealand,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,9275116
2018,New Zealand,Rio Markers,usd_commitment,Adaptation,38605264
2018,New Zealand,Rio Markers,usd_commitment,Cross-cutting,33599656
2018,New Zealand,Rio Markers,usd_commitment,Mitigation,2825720
2019,New Zealand,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,20278868
2019,New Zealand,Rio Markers,usd_commitment,Adaptation,65245640
2019,New Zealand,Rio Markers,usd_commitment,Cross-cutting,31701848
2019,New Zealand,Rio Markers,usd_commitment,Mitigation,9105864
2020,New Zealand,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,8314461
2020,New Zealand,Rio Markers,usd_commitment,Adaptation,82166060
2020,New Zealand,Rio Markers,usd_commitment,Cross-cutting,49918756
2020,New Zealand,Rio Markers,usd_commitment,Mitigation,14048576
2021,New Zealand,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,9161039
2021,New Zealand,Rio Markers,usd_commitment,Adaptation,74894630
2021,New Zealand,Rio Markers,usd_commitment,Cross-cutting,33335886
2021,New Zealand,Rio Markers,usd_commitment,Mitigation,18518146
2022,New Zealand,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,10962973
2022,New Zealand,Rio Markers,usd_commitment,Adaptation,58828452
2022,New Zealand,Rio Markers,usd_commitment,Cross-cutting,48103052
2022,New Zealand,Rio Markers,usd_commitment,Mitigation,552000
2012,Norway,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,49456824
2012,Norway,Rio Markers,usd_commitment,Adaptation,142069660
2012,Norway,Rio Markers,usd_commitment,Cross-cutting,114485144
2012,Norway,Rio Markers,usd_commitment,Mitigation,608094660
2013,Norway,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,118005300
2013,Norway,Rio Markers,usd_commitment,Adaptation,238607900
2013,Norway,Rio Markers,usd_commitment,Cross-cutting,181043710
2013,Norway,Rio Markers,usd_commitment,Mitigation,565873340
2014,Norway,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,123588480
2014,Norway,Rio Markers,usd_commitment,Adaptation,84752220
2014,Norway,Rio Markers,usd_commitment,Cross-cutting,256876800
2014,Norway,Rio Markers,usd_commitment,Mitigation,929502100
2015,Norway,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,114039160
2015,Norway,Rio Markers,usd_commitment,Adaptation,28950816
2015,Norway,Rio Markers,usd_commitment,Cross-cutting,62000230
2015,Norway,Rio Markers,usd_commitment,Mitigation,706514100
2016,Norway,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,108054950
2016,Norway,Rio Markers,usd_commitment,Adaptation,39607036
2016,Norway,Rio Markers,usd_commitment,Cross-cutting,51774820
2016,Norway,Rio Markers,usd_commitment,Mitigation,462499970
2017,Norway,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,134315440
2017,Norway,Rio Markers,usd_commitment,Adaptation,90868030
2017,Norway,Rio Markers,usd_commitment,Cross-cutting,55535388
2017,Norway,Rio Markers,usd_commitment,Mitigation,714745700
2018,Norway,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,133763390
2018,Norway,Rio Markers,usd_commitment,Adaptation,139257500
2018,Norway,Rio Markers,usd_commitment,Cross-cutting,104627670
2018,Norway,Rio Markers,usd_commitment,Mitigation,790598900
2019,Norway,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,148608380
2019,Norway,Rio Markers,usd_commitment,Adaptation,58025816
2019,Norway,Rio Markers,usd_commitment,Cross-cutting,64927640
2019,Norway,Rio Markers,usd_commitment,Mitigation,500180830
2020,Norway,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,218154800
2020,Norway,Rio Markers,usd_commitment,Adaptation,151250660
2020,Norway,Rio Markers,usd_commitment,Cross-cutting,52114760
2020,Norway,Rio Markers,usd_commitment,Mitigation,493685950
2021,Norway,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,187120750
2021,Norway,Rio Markers,usd_commitment,Adaptation,225756060
2021,Norway,Rio Markers,usd_commitment,Cross-cutting,115194136
2021,Norway,Rio Markers,usd_commitment,Mitigation,1175417200
2022,Norway,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,224914510
2022,Norway,Rio Markers,usd_commitment,Adaptation,205372640
2022,Norway,Rio Markers,usd_commitment,Cross-cutting,221344420
2022,Norway,Rio Markers,usd_commitment,Mitigation,1138433900
2013,Poland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,2322237.2
2013,Poland,Rio Markers,usd_commitment,Adaptation,805490.5
2013,Poland,Rio Markers,usd_commitment,Cross-cutting,6341418
2013,Poland,Rio Markers,usd_commitment,Mitigation,877994.5
2014,Poland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,2354797.5
2014,Poland,Rio Markers,usd_commitment,Adaptation,833623.75
2014,Poland,Rio Markers,usd_commitment,Cross-cutting,2336322.2
2014,Poland,Rio Markers,usd_commitment,Mitigation,365924.75
2015,Poland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,5921934
2015,Poland,Rio Markers,usd_commitment,Adaptation,1011992.1
2015,Poland,Rio Markers,usd_commitment,Cross-cutting,118004.39
2015,Poland,Rio Markers,usd_commitment,Mitigation,1852390.9
2016,Poland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,21873592
2016,Poland,Rio Markers,usd_commitment,Adaptation,1024422.56
2016,Poland,Rio Markers,usd_commitment,Cross-cutting,232647.8
2016,Poland,Rio Markers,usd_commitment,Mitigation,1179670.4
2017,Poland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,14895663
2017,Poland,Rio Markers,usd_commitment,Adaptation,1789199.5
2017,Poland,Rio Markers,usd_commitment,Cross-cutting,85752.23
2017,Poland,Rio Markers,usd_commitment,Mitigation,375514.28
2018,Poland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,13346277
2018,Poland,Rio Markers,usd_commitment,Adaptation,62567150
2018,Poland,Rio Markers,usd_commitment,Cross-cutting,271747.2
2018,Poland,Rio Markers,usd_commitment,Mitigation,520263.62
2019,Poland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,26957600
2019,Poland,Rio Markers,usd_commitment,Adaptation,2530349
2019,Poland,Rio Markers,usd_commitment,Cross-cutting,701483.5
2019,Poland,Rio Markers,usd_commitment,Mitigation,4404679.5
2020,Poland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,9776200
2020,Poland,Rio Markers,usd_commitment,Adaptation,5445663.5
2020,Poland,Rio Markers,usd_commitment,Cross-cutting,719170.6
2020,Poland,Rio Markers,usd_commitment,Mitigation,727316.4
2021,Poland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,8968999
2021,Poland,Rio Markers,usd_commitment,Adaptation,1565518.5
2021,Poland,Rio Markers,usd_commitment,Cross-cutting,1481612
2021,Poland,Rio Markers,usd_commitment,Mitigation,374101.12
2022,Poland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,9944366
2022,Poland,Rio Markers,usd_commitment,Adaptation,7252651
2022,Poland,Rio Markers,usd_commitment,Cross-cutting,2626212
2022,Poland,Rio Markers,usd_commitment,Mitigation,194174.75
2012,Portugal,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,883696.5
2012,Portugal,Rio Markers,usd_commitment,Adaptation,141388.16
2012,Portugal,Rio Markers,usd_commitment,Cross-cutting,170951.16
2012,Portugal,Rio Markers,usd_commitment,Mitigation,18994858
2013,Portugal,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1915755.8
2013,Portugal,Rio Markers,usd_commitment,Adaptation,258953.81
2013,Portugal,Rio Markers,usd_commitment,Cross-cutting,619701.25
2013,Portugal,Rio Markers,usd_commitment,Mitigation,21013522
2014,Portugal,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1980390.5
2014,Portugal,Rio Markers,usd_commitment,Adaptation,1291965
2014,Portugal,Rio Markers,usd_commitment,Cross-cutting,2137288
2014,Portugal,Rio Markers,usd_commitment,Mitigation,9543641
2015,Portugal,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1742627
2015,Portugal,Rio Markers,usd_commitment,Adaptation,480998.75
2015,Portugal,Rio Markers,usd_commitment,Cross-cutting,3745591.8
2015,Portugal,Rio Markers,usd_commitment,Mitigation,16424000
2016,Portugal,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,3863081
2016,Portugal,Rio Markers,usd_commitment,Adaptation,843321.94
2016,Portugal,Rio Markers,usd_commitment,Cross-cutting,852072.3
2016,Portugal,Rio Markers,usd_commitment,Mitigation,1194252
2017,Portugal,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,15798733
2017,Portugal,Rio Markers,usd_commitment,Adaptation,3936023
2017,Portugal,Rio Markers,usd_commitment,Cross-cutting,1393376.1
2017,Portugal,Rio Markers,usd_commitment,Mitigation,682329
2018,Portugal,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,10748578
2018,Portugal,Rio Markers,usd_commitment,Adaptation,1934916.9
2018,Portugal,Rio Markers,usd_commitment,Cross-cutting,900369.4
2018,Portugal,Rio Markers,usd_commitment,Mitigation,678671.1
2019,Portugal,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,15104566
2019,Portugal,Rio Markers,usd_commitment,Adaptation,2526507.2
2019,Portugal,Rio Markers,usd_commitment,Cross-cutting,556656.2
2019,Portugal,Rio Markers,usd_commitment,Mitigation,3750116.2
2020,Portugal,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,3017016.5
2020,Portugal,Rio Markers,usd_commitment,Adaptation,1305990.9
2020,Portugal,Rio Markers,usd_commitment,Cross-cutting,4398.8604
2020,Portugal,Rio Markers,usd_commitment,Mitigation,471149.84
2021,Portugal,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,4148296
2021,Portugal,Rio Markers,usd_commitment,Adaptation,1006614.4
2021,Portugal,Rio Markers,usd_commitment,Cross-cutting,1494062.1
2021,Portugal,Rio Markers,usd_commitment,Mitigation,1018591.6
2022,Portugal,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,10868330
2022,Portugal,Rio Markers,usd_commitment,Adaptation,1259514.2
2022,Portugal,Rio Markers,usd_commitment,Cross-cutting,970673.06
2022,Portugal,Rio Markers,usd_commitment,Mitigation,1574747
2021,Qatar,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,500000
2022,Qatar,Rio Markers,usd_commitment,Adaptation,3100210
2022,Qatar,Rio Markers,usd_commitment,Cross-cutting,9920715
2022,Qatar,Rio Markers,usd_commitment,Mitigation,300000
2014,Romania,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1069627.4
2014,Romania,Rio Markers,usd_commitment,Adaptation,329411.75
2015,Romania,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,2335129
2016,Romania,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,2211158.2
2016,Romania,Rio Markers,usd_commitment,Cross-cutting,150264.81
2017,Romania,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,38111.25
2017,Romania,Rio Markers,usd_commitment,Cross-cutting,40599.984
2018,Romania,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,2596980.8
2018,Romania,Rio Markers,usd_commitment,Adaptation,71160.04
2018,Romania,Rio Markers,usd_commitment,Mitigation,21491.084
2019,Romania,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,2301337.5
2020,Romania,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,4628178.5
2020,Romania,Rio Markers,usd_commitment,Cross-cutting,57835.17
2020,Romania,Rio Markers,usd_commitment,Mitigation,152252.12
2021,Romania,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,7782249
2021,Romania,Rio Markers,usd_commitment,Adaptation,237.72804
2021,Romania,Rio Markers,usd_commitment,Mitigation,52736.99
2022,Romania,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,5923817.5
2015,Russia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,26577392
2016,Russia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,17247736
2017,Russia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,110774610
2018,Russia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,101277550
2019,Russia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,106348530
2020,Russia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,25149564
2015,Saudi Arabia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,18583508
2016,Saudi Arabia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,57633684
2017,Saudi Arabia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,54781310
2019,Saudi Arabia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,12933107
2020,Saudi Arabia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,23007840
2021,Saudi Arabia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,36681948
2022,Saudi Arabia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,71339360
2013,Slovak Republic,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,587740.8
2013,Slovak Republic,Rio Markers,usd_commitment,Adaptation,258030
2013,Slovak Republic,Rio Markers,usd_commitment,Mitigation,513450
2014,Slovak Republic,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,867386.4
2014,Slovak Republic,Rio Markers,usd_commitment,Adaptation,6630
2014,Slovak Republic,Rio Markers,usd_commitment,Cross-cutting,74300
2014,Slovak Republic,Rio Markers,usd_commitment,Mitigation,103490
2015,Slovak Republic,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,2050200.4
2015,Slovak Republic,Rio Markers,usd_commitment,Adaptation,299500
2016,Slovak Republic,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,294152.47
2016,Slovak Republic,Rio Markers,usd_commitment,Adaptation,60100
2016,Slovak Republic,Rio Markers,usd_commitment,Mitigation,31110
2017,Slovak Republic,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1068270.5
2017,Slovak Republic,Rio Markers,usd_commitment,Adaptation,281520
2017,Slovak Republic,Rio Markers,usd_commitment,Mitigation,152850
2018,Slovak Republic,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1645885.8
2018,Slovak Republic,Rio Markers,usd_commitment,Adaptation,255590
2018,Slovak Republic,Rio Markers,usd_commitment,Cross-cutting,34840
2018,Slovak Republic,Rio Markers,usd_commitment,Mitigation,59010
2019,Slovak Republic,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,3664685.8
2019,Slovak Republic,Rio Markers,usd_commitment,Cross-cutting,2049510
2019,Slovak Republic,Rio Markers,usd_commitment,Mitigation,1078530
2020,Slovak Republic,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1448559.6
2020,Slovak Republic,Rio Markers,usd_commitment,Adaptation,10260
2020,Slovak Republic,Rio Markers,usd_commitment,Cross-cutting,515970
2020,Slovak Republic,Rio Markers,usd_commitment,Mitigation,385960
2021,Slovak Republic,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,2941348.8
2021,Slovak Republic,Rio Markers,usd_commitment,Cross-cutting,455176.25
2021,Slovak Republic,Rio Markers,usd_commitment,Mitigation,756181.4
2022,Slovak Republic,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,3777127.2
2022,Slovak Republic,Rio Markers,usd_commitment,Adaptation,377214.22
2022,Slovak Republic,Rio Markers,usd_commitment,Cross-cutting,173929.97
2022,Slovak Republic,Rio Markers,usd_commitment,Mitigation,1326145.8
2012,Slovenia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,183584.52
2012,Slovenia,Rio Markers,usd_commitment,Adaptation,350886.88
2012,Slovenia,Rio Markers,usd_commitment,Cross-cutting,959845.1
2012,Slovenia,Rio Markers,usd_commitment,Mitigation,1557411.4
2013,Slovenia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1312899
2013,Slovenia,Rio Markers,usd_commitment,Adaptation,1109149.1
2013,Slovenia,Rio Markers,usd_commitment,Cross-cutting,1217166.6
2013,Slovenia,Rio Markers,usd_commitment,Mitigation,562948.75
2014,Slovenia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1147697.2
2014,Slovenia,Rio Markers,usd_commitment,Adaptation,597988.56
2014,Slovenia,Rio Markers,usd_commitment,Cross-cutting,206010.88
2014,Slovenia,Rio Markers,usd_commitment,Mitigation,786058.1
